feature_type,cbsa_code,avg_mae,avg_rmse,avg_r2,cluster_dir,summary_json,report_file,prediction_file,train_log,inference_log,Car_share_mae,Car_share_rmse,Car_share_r2,Transit_share_mae,Transit_share_rmse,Transit_share_r2,NonTransit_share_mae,NonTransit_share_rmse,NonTransit_share_r2,fold_id,fold_index,test_cbsa_a,test_cbsa_b,k_neighbors,distance_metric,prediction_postprocess
imagenet_pretrain,19100,0.06506257494254894,0.07780280141891514,-3.4773947261374007,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\city_prototypes_per_city\per_city_cluster_20260607_160635,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_imagenet_pretrain\predictions\step6_expert_summary_student_20260607_160725.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_imagenet_pretrain\predictions\evaluation_student_cbsa19100_knn_k5_none.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_imagenet_pretrain\predictions\predictions_student_cbsa19100_knn_k5_none.csv,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\imagenet_pretrain\train.log,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\imagenet_pretrain\inference.log,0.09205834757633287,0.10880790648434234,-3.025150833743064,0.0611808091490176,0.0711393953238323,-6.975600872105863,0.041948568102296364,0.053461102448570774,-0.43143247256327477,test_19100_41860,35,19100,41860,5,cosine,none
imagenet_pretrain,41860,0.09803453967752819,0.14590358700167994,0.11036278200991112,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\city_prototypes_per_city\per_city_cluster_20260607_160635,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_imagenet_pretrain\predictions\step6_expert_summary_student_20260607_160725.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_imagenet_pretrain\predictions\evaluation_student_cbsa41860_knn_k5_none.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_imagenet_pretrain\predictions\predictions_student_cbsa41860_knn_k5_none.csv,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\imagenet_pretrain\train.log,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\imagenet_pretrain\inference.log,0.13656819849411422,0.19903557192009375,0.1436132167100419,0.08564081397782641,0.11997738629348806,0.04689980306222241,0.07189460656064395,0.11869780279145804,0.14057532625746905,test_19100_41860,35,19100,41860,5,cosine,none
satellite_pretrain,19100,0.06819917503684525,0.08107310433785567,-4.050245727600982,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\city_prototypes_per_city\per_city_cluster_20260607_160843,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_satellite_pretrain\predictions\step6_expert_summary_student_20260607_160929.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_satellite_pretrain\predictions\evaluation_student_cbsa19100_knn_k5_none.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_satellite_pretrain\predictions\predictions_student_cbsa19100_knn_k5_none.csv,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\satellite_pretrain\train.log,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\satellite_pretrain\inference.log,0.09720545101871275,0.1133927039485173,-3.3715099744352663,0.06639917884747891,0.07719847740723842,-8.39205317876745,0.04099289524434407,0.05262813165781127,-0.38717402960022995,test_19100_41860,35,19100,41860,5,cosine,none
satellite_pretrain,41860,0.09914281109839351,0.1477366867073617,0.08905935611195481,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\city_prototypes_per_city\per_city_cluster_20260607_160843,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_satellite_pretrain\predictions\step6_expert_summary_student_20260607_160929.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_satellite_pretrain\predictions\evaluation_student_cbsa41860_knn_k5_none.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_satellite_pretrain\predictions\predictions_student_cbsa41860_knn_k5_none.csv,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\satellite_pretrain\train.log,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\satellite_pretrain\inference.log,0.13791572720905237,0.20199394787056538,0.11796611704054427,0.08517828089580826,0.120865366963128,0.0327393593780162,0.07433442519031994,0.12035074528839172,0.11647259191730397,test_19100_41860,35,19100,41860,5,cosine,none
single_task_backbone_finetune,19100,0.041882737515495184,0.05648226757507113,-1.1820139225129411,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\city_prototypes_per_city\per_city_cluster_20260607_161051,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_single_task_backbone_finetune\predictions\step6_expert_summary_student_20260607_161140.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_single_task_backbone_finetune\predictions\evaluation_student_cbsa19100_knn_k5_none.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_single_task_backbone_finetune\predictions\predictions_student_cbsa19100_knn_k5_none.csv,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\single_task_backbone_finetune\train.log,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\single_task_backbone_finetune\inference.log,0.057258341613785124,0.07607364096364085,-0.96756756928736,0.035268929479435086,0.04719749349738042,-2.5105967299645724,0.03312094145326536,0.04617566826419213,-0.06787746828689145,test_19100_41860,35,19100,41860,5,cosine,none
single_task_backbone_finetune,41860,0.0772391068436538,0.10871928610924664,0.48335265934034544,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\city_prototypes_per_city\per_city_cluster_20260607_161051,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_single_task_backbone_finetune\predictions\step6_expert_summary_student_20260607_161140.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_single_task_backbone_finetune\predictions\evaluation_student_cbsa41860_knn_k5_none.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_41860_single_task_backbone_finetune\predictions\predictions_student_cbsa41860_knn_k5_none.csv,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\single_task_backbone_finetune\train.log,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_41860\logs\single_task_backbone_finetune\inference.log,0.09890566842644193,0.13631479136423294,0.5983067625424325,0.07081912712320691,0.0966293886012948,0.3817583928190017,0.06199252498131255,0.0932136783622122,0.46999282265960196,test_19100_41860,35,19100,41860,5,cosine,none
aef_annual_64d,19100,0.04813450041488974,0.06832333945917182,-2.393168688875623,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\city_prototypes_per_city\per_city_cluster_20260607_161252,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_aef_annual_64d\predictions\step6_expert_summary_student_20260607_161321.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_aef_annual_64d\predictions\evaluation_student_cbsa19100_knn_k5_none.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_aef_annual_64d\predictions\predictions_student_cbsa19100_knn_k5_none.csv,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_42660\logs\aef_annual_64d\train.log,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_42660\logs\aef_annual_64d\inference.log,0.06693653792458512,0.0951149164866103,-2.318612787297622,0.041060332490157066,0.060456564821092094,-4.498382512945666,0.03640663082992705,0.04939853706981307,-0.3625107663835814,test_19100_42660,36,19100,42660,5,cosine,none
aef_annual_64d,42660,0.0633661412695518,0.0874967342065422,0.3820451752149981,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\city_prototypes_per_city\per_city_cluster_20260607_161252,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_aef_annual_64d\predictions\step6_expert_summary_student_20260607_161321.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_aef_annual_64d\predictions\evaluation_student_cbsa42660_knn_k5_none.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_aef_annual_64d\predictions\predictions_student_cbsa42660_knn_k5_none.csv,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_42660\logs\aef_annual_64d\train.log,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_42660\logs\aef_annual_64d\inference.log,0.08169030152791336,0.10641053622430817,0.5615272503340871,0.055201797501601584,0.07445805689498547,0.2346534105398842,0.05320632477914047,0.08162160950033298,0.3499548647710229,test_19100_42660,36,19100,42660,5,cosine,none
clay_v1_5_768d,19100,0.0830397896911507,0.1013915255028382,-6.79280869973421,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\city_prototypes_per_city\per_city_cluster_20260607_161440,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_clay_v1_5_768d\predictions\step6_expert_summary_student_20260607_161521.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_clay_v1_5_768d\predictions\evaluation_student_cbsa19100_knn_k5_none.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_clay_v1_5_768d\predictions\predictions_student_cbsa19100_knn_k5_none.csv,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_42660\logs\clay_v1_5_768d\train.log,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_42660\logs\clay_v1_5_768d\inference.log,0.12021762248088676,0.14572083508540856,-6.219457321094581,0.07691483575071113,0.09465745289827775,-13.12058538933865,0.0519869108418542,0.06379628852482827,-1.0383833887694007,test_19100_42660,36,19100,42660,5,cosine,none
clay_v1_5_768d,42660,0.07447285080425915,0.10563782403017195,0.12846183953015047,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\city_prototypes_per_city\per_city_cluster_20260607_161440,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_clay_v1_5_768d\predictions\step6_expert_summary_student_20260607_161521.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_clay_v1_5_768d\predictions\evaluation_student_cbsa42660_knn_k5_none.json,C:\Users\Admin\Desktop\ShiXiaoYu\data\FineTuneResNet\expert_models_runs\expert_run_stage6_9_66fold_test_19100_42660_clay_v1_5_768d\predictions\predictions_student_cbsa42660_knn_k5_none.csv,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_42660\logs\clay_v1_5_768d\train.log,C:\Users\Admin\Desktop\ShiXiaoYu\data\3.26plan_tripmode_v2_66fold\folds\test_19100_42660\logs\clay_v1_5_768d\inference.log,0.10261501890909053,0.13822491041340312,0.26014608073431633,0.06383775979008266,0.08847944166233866,-0.08073570864554203,0.05696577371360425,0.09020912001477403,0.20597514650167714,test_19100_42660,36,19100,42660,5,cosine,none
