fold_id,fold_index,test_cbsa_a,test_cbsa_b,method,cbsa_code,target,n_samples,y_true_mean,y_pred_mean,pred_bias_mean,mae,rmse,r2
test_14460_35620,16,14460,35620,train_global_mean,14460,Car_share,1115,0.7720657517114665,0.8816387130833501,0.1095729613718835,0.1664084473557973,0.2526621993483006,-0.2316376895348715
test_14460_35620,16,14460,35620,train_global_mean,14460,Transit_share,1115,0.1220790640614959,0.0606354996113459,-0.0614435644501499,0.0980453227996708,0.1460906826259147,-0.2149071441940504
test_14460_35620,16,14460,35620,train_global_mean,14460,NonTransit_share,1115,0.1058551842270376,0.0577257873053039,-0.0481293969217336,0.0822018760145427,0.1519677443434206,-0.1114864759862173
test_14460_35620,16,14460,35620,train_global_mean,14460,avg,1115,,,,0.1155518820566702,0.1835735421058786,-0.1860104365717131
test_14460_35620,16,14460,35620,train_global_mean,35620,Car_share,885,0.5502563812813035,0.8816387130833498,0.3313823318020464,0.3536585297985038,0.4565977431991752,-1.1129756900054613
test_14460_35620,16,14460,35620,train_global_mean,35620,Transit_share,885,0.3300176550685805,0.0606354996113459,-0.2693821554572345,0.282237159899335,0.3708228927521326,-1.117393538671439
test_14460_35620,16,14460,35620,train_global_mean,35620,NonTransit_share,885,0.1197259636501158,0.0577257873053039,-0.0620001763448118,0.0892667769884954,0.1400620572358515,-0.2437034564399764
test_14460_35620,16,14460,35620,train_global_mean,35620,avg,885,,,,0.2417208222287781,0.3224942310623864,-0.824690895038959
test_14460_38060,17,14460,38060,nearest_train_city_mean,14460,Car_share,1115,0.7720657517114665,0.7353101752979774,-0.036755576413489,0.1499179775732439,0.1916294349585754,0.291521192331679
test_14460_38060,17,14460,38060,nearest_train_city_mean,14460,Transit_share,1115,0.1220790640614959,0.176220277148862,0.0541412130873661,0.1011994196993022,0.1295193886008007,0.0450786123533
test_14460_38060,17,14460,38060,nearest_train_city_mean,14460,NonTransit_share,1115,0.1058551842270376,0.0884695475531604,-0.0173856366738771,0.0819231358832843,0.1380826088229358,0.0823452529954908
test_14460_38060,17,14460,38060,nearest_train_city_mean,14460,avg,1115,,,,0.1110135110519435,0.1530771441274373,0.1396483525601566
test_14460_38060,17,14460,38060,nearest_train_city_mean,38060,Car_share,1086,0.938708022053798,0.914088591882006,-0.024619430171792,0.0501009327292722,0.0651300271797963,-0.2458272304566238
test_14460_38060,17,14460,38060,nearest_train_city_mean,38060,Transit_share,1086,0.0140134473721929,0.036713403534468,0.0226999561622751,0.0300412878700249,0.036207426767837,-1.0545196458390451
test_14460_38060,17,14460,38060,nearest_train_city_mean,38060,NonTransit_share,1086,0.0472785305740088,0.0491980045835257,0.0019194740095169,0.0309945415450213,0.0475704217840331,0.0023453251643485
test_14460_38060,17,14460,38060,nearest_train_city_mean,38060,avg,1086,,,,0.0370455873814395,0.0496359585772221,-0.4326671837104401
test_14460_38060,17,14460,38060,test_city_oracle_mean,14460,Car_share,1115,0.7720657517114665,0.7720657517114664,-3.1862902948883417e-18,0.181195221125225,0.2276663196779798,1.1102230246251563e-16
test_14460_38060,17,14460,38060,test_city_oracle_mean,14460,Transit_share,1115,0.1220790640614959,0.1220790640614959,0.0,0.105544115146397,0.1325412235410779,0.0
test_14460_38060,17,14460,38060,test_city_oracle_mean,14460,NonTransit_share,1115,0.1058551842270376,0.1058551842270376,1.1152016032109197e-17,0.0963312261757294,0.1441449148349586,0.0
test_14460_38060,17,14460,38060,test_city_oracle_mean,14460,avg,1115,,,,0.1276901874824505,0.1681174860180055,3.7007434154171876e-17
test_14460_38060,17,14460,38060,test_city_oracle_mean,38060,Car_share,1086,0.938708022053798,0.9387080220537982,8.628252603900847e-17,0.0388244502944113,0.0583515436952534,0.0
test_14460_38060,17,14460,38060,test_city_oracle_mean,38060,Transit_share,1086,0.0140134473721929,0.0140134473721929,-4.089219243554905e-19,0.0168234859954746,0.0252605331022386,0.0
test_14460_38060,17,14460,38060,test_city_oracle_mean,38060,NonTransit_share,1086,0.0472785305740088,0.0472785305740088,-3.475836357021669e-18,0.0303519470022245,0.0476263041536573,0.0
test_14460_38060,17,14460,38060,test_city_oracle_mean,38060,avg,1086,,,,0.0286666277640368,0.0437461269837165,0.0
test_14460_38060,17,14460,38060,train_global_mean,14460,Car_share,1115,0.7720657517114665,0.8552378039582964,0.0831720522468302,0.1657732807689338,0.2423830509558487,-0.1334618871009116
test_14460_38060,17,14460,38060,train_global_mean,14460,Transit_share,1115,0.1220790640614959,0.082115490419266,-0.0399635736422298,0.0986643292084815,0.1384350503161101,-0.0909131452838987
test_14460_38060,17,14460,38060,train_global_mean,14460,NonTransit_share,1115,0.1058551842270376,0.0626467056224372,-0.0432084786046003,0.0826656527871756,0.1504816570087586,-0.0898543895136256
test_14460_38060,17,14460,38060,train_global_mean,14460,avg,1115,,,,0.115701087588197,0.1770999194269058,-0.104743140632812
test_14460_38060,17,14460,38060,train_global_mean,38060,Car_share,1086,0.938708022053798,0.8552378039582964,-0.0834702180955015,0.0928113057733785,0.101843899967203,-2.046248607312623
test_14460_38060,17,14460,38060,train_global_mean,38060,Transit_share,1086,0.0140134473721929,0.082115490419266,0.0681020430470731,0.0701161101100275,0.0726359607893686,-7.26834039498841
test_14460_38060,17,14460,38060,train_global_mean,38060,NonTransit_share,1086,0.0472785305740088,0.0626467056224372,0.0153681750484283,0.036430592458172,0.0500444367702926,-0.1041239979522019
test_14460_38060,17,14460,38060,train_global_mean,38060,avg,1086,,,,0.0664526694471926,0.0748414325089547,-3.139571000084412
test_14460_41860,18,14460,41860,nearest_train_city_mean,14460,Car_share,1115,0.7720657517114665,0.7367742421125167,-0.0352915095989496,0.1466489429537051,0.1899081024734795,0.3041920047936187
test_14460_41860,18,14460,41860,nearest_train_city_mean,14460,Transit_share,1115,0.1220790640614959,0.1759048706844488,0.0538258066229529,0.0995321435968683,0.1295164022931583,0.0451226467823243
test_14460_41860,18,14460,41860,nearest_train_city_mean,14460,NonTransit_share,1115,0.1058551842270376,0.0873208872030343,-0.0185342970240032,0.0810328299092542,0.1376925729098906,0.0875220498716736
test_14460_41860,18,14460,41860,nearest_train_city_mean,14460,avg,1115,,,,0.1090713054866092,0.1523723592255095,0.1456122338158722
test_14460_41860,18,14460,41860,nearest_train_city_mean,41860,Car_share,952,0.7368668640401761,0.7595813494472441,0.022714485407068,0.2084850463256869,0.2797000465728431,-0.6269516437111455
test_14460_41860,18,14460,41860,nearest_train_city_mean,41860,Transit_share,952,0.15000655037683,0.1588638918684446,0.0088573414916145,0.1450019794188108,0.1844834404480188,-1.1945502782211848
test_14460_41860,18,14460,41860,nearest_train_city_mean,41860,NonTransit_share,952,0.1131265855829938,0.0815547586843112,-0.0315718268986826,0.0860803604036163,0.1383966173103279,-0.1345262036781644
test_14460_41860,18,14460,41860,nearest_train_city_mean,41860,avg,952,,,,0.1465224620493713,0.2008600347770633,-0.6520093752034982
test_14460_41860,18,14460,41860,test_city_oracle_mean,14460,Car_share,1115,0.7720657517114665,0.7720657517114664,-3.1862902948883417e-18,0.181195221125225,0.2276663196779798,1.1102230246251563e-16
test_14460_41860,18,14460,41860,test_city_oracle_mean,14460,Transit_share,1115,0.1220790640614959,0.1220790640614959,0.0,0.105544115146397,0.1325412235410779,0.0
test_14460_41860,18,14460,41860,test_city_oracle_mean,14460,NonTransit_share,1115,0.1058551842270376,0.1058551842270376,1.1152016032109197e-17,0.0963312261757294,0.1441449148349586,0.0
test_14460_41860,18,14460,41860,test_city_oracle_mean,14460,avg,1115,,,,0.1276901874824505,0.1681174860180055,3.7007434154171876e-17
test_14460_41860,18,14460,41860,test_city_oracle_mean,41860,Car_share,952,0.7368668640401761,0.7368668640401759,-5.970947359328573e-17,0.1759320687871636,0.2192831272607594,0.0
test_14460_41860,18,14460,41860,test_city_oracle_mean,41860,Transit_share,952,0.15000655037683,0.15000655037683,1.1195526298741076e-17,0.1017127602237355,0.1245330491047004,0.0
test_14460_41860,18,14460,41860,test_city_oracle_mean,41860,NonTransit_share,952,0.1131265855829938,0.1131265855829938,-7.463684199160716e-18,0.0916057625950231,0.1299326241638932,0.0
test_14460_41860,18,14460,41860,test_city_oracle_mean,41860,avg,952,,,,0.1230835305353074,0.1579162668431177,0.0
test_14460_41860,18,14460,41860,train_global_mean,14460,Car_share,1115,0.7720657517114665,0.8702001138665942,0.0981343621551279,0.1656846848817076,0.2479159255701616,-0.185799539795342
test_14460_41860,18,14460,41860,train_global_mean,14460,Transit_share,1115,0.1220790640614959,0.0719174692398162,-0.0501615948216796,0.0980459722057756,0.1417157772896877,-0.1432322192234125
test_14460_41860,18,14460,41860,train_global_mean,14460,NonTransit_share,1115,0.1058551842270376,0.0578824168935893,-0.0479727673334482,0.0822125645558645,0.1519182111479945,-0.1107620261429276
test_14460_41860,18,14460,41860,train_global_mean,14460,avg,1115,,,,0.1153144072144493,0.1805166380026146,-0.1465979283872274
test_14460_41860,18,14460,41860,train_global_mean,41860,Car_share,952,0.7368668640401761,0.8702001138665945,0.1333332498264183,0.1685121627016637,0.2566375759909926,-0.3697145112087816
test_14460_41860,18,14460,41860,train_global_mean,41860,Transit_share,952,0.15000655037683,0.0719174692398162,-0.0780890811370137,0.1026667413311263,0.1469911048741958,-0.3931980740388212
test_14460_41860,18,14460,41860,train_global_mean,41860,NonTransit_share,952,0.1131265855829938,0.0578824168935893,-0.0552441686894045,0.0813441215692838,0.1411892524107232,-0.1807742073984894
test_14460_41860,18,14460,41860,train_global_mean,41860,avg,952,,,,0.1175076752006913,0.1816059777586372,-0.3145622642153641
test_14460_42660,19,14460,42660,nearest_train_city_mean,14460,Car_share,1115,0.7720657517114665,0.7269752190077982,-0.0450905327036684,0.15106133025503,0.1941650971152032,0.2726478036899379
test_14460_42660,19,14460,42660,nearest_train_city_mean,14460,Transit_share,1115,0.1220790640614959,0.1841560178746327,0.0620769538131368,0.1039482740051578,0.1341172695188396,-0.0239233697500342
test_14460_42660,19,14460,42660,nearest_train_city_mean,14460,NonTransit_share,1115,0.1058551842270376,0.0888687631175691,-0.0169864211094684,0.0816160285385681,0.1377322178785135,0.0869965259921786
test_14460_42660,19,14460,42660,nearest_train_city_mean,14460,avg,1115,,,,0.112208544266252,0.1553381948375188,0.1119069866440274
test_14460_42660,19,14460,42660,nearest_train_city_mean,42660,Car_share,860,0.8508559438203965,0.8029628966872825,-0.047893047133114,0.1295745324635588,0.1779988687585554,-0.2268962214941117
test_14460_42660,19,14460,42660,nearest_train_city_mean,42660,Transit_share,860,0.0774116577437936,0.1230540323416577,0.045642374597864,0.0849834058329938,0.11570242859547,-0.8480754770323085
test_14460_42660,19,14460,42660,nearest_train_city_mean,42660,NonTransit_share,860,0.0717323984358097,0.0739830709710596,0.0022506725352499,0.0601204112987098,0.1001839934819318,0.0206681423339468
test_14460_42660,19,14460,42660,nearest_train_city_mean,42660,avg,860,,,,0.0915594498650875,0.1312950969453191,-0.3514345187308245
test_14460_42660,19,14460,42660,test_city_oracle_mean,14460,Car_share,1115,0.7720657517114665,0.7720657517114664,-3.1862902948883417e-18,0.181195221125225,0.2276663196779798,1.1102230246251563e-16
test_14460_42660,19,14460,42660,test_city_oracle_mean,14460,Transit_share,1115,0.1220790640614959,0.1220790640614959,0.0,0.105544115146397,0.1325412235410779,0.0
test_14460_42660,19,14460,42660,test_city_oracle_mean,14460,NonTransit_share,1115,0.1058551842270376,0.1058551842270376,1.1152016032109197e-17,0.0963312261757294,0.1441449148349586,0.0
test_14460_42660,19,14460,42660,test_city_oracle_mean,14460,avg,1115,,,,0.1276901874824505,0.1681174860180055,3.7007434154171876e-17
test_14460_42660,19,14460,42660,test_city_oracle_mean,42660,Car_share,860,0.8508559438203965,0.8508559438203965,-8.26212483441977e-18,0.1134143761191713,0.1606990568051697,0.0
test_14460_42660,19,14460,42660,test_city_oracle_mean,42660,Transit_share,860,0.0774116577437936,0.0774116577437936,0.0,0.0628548273941971,0.0851103982711564,0.0
test_14460_42660,19,14460,42660,test_city_oracle_mean,42660,NonTransit_share,860,0.0717323984358097,0.0717323984358097,-4.1310624172098855e-18,0.0612807422687783,0.1012356319310942,0.0
test_14460_42660,19,14460,42660,test_city_oracle_mean,42660,avg,860,,,,0.0791833152607156,0.1156816956691401,0.0
test_14460_42660,19,14460,42660,train_global_mean,14460,Car_share,1115,0.7720657517114665,0.8621386266867217,0.090072874975255,0.1655733377954874,0.2448368353047066,-0.1565274375865246
test_14460_42660,19,14460,42660,train_global_mean,14460,Transit_share,1115,0.1220790640614959,0.0770055998588059,-0.0450734642026899,0.0982857473642086,0.1399956896229208,-0.1156484788692524
test_14460_42660,19,14460,42660,train_global_mean,14460,NonTransit_share,1115,0.1058551842270376,0.0608557734544724,-0.0449994107725651,0.0824648573952895,0.1510056404332485,-0.0974574407266293
